Country ID,Country name,Document ID by country,Government document,Policy targets green technology,Focus areas,action or strategy,Policy promotes youth employment,Policy promotes women employment,policy promotes employment of people with disabilities,Policy class,,
17,Eritrea,3,Nationally Determined Contribution (NDCs) (2018-2030),Yes,health,Promotion of the public health,Yes,Yes,No,"Information, educational, awareness",,
17,Eritrea,3,Nationally Determined Contribution (NDCs) (2018-2030),Yes,coastal zone management,Marine resources development,Yes,Yes,No,regulation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,water,strengthening early warning systems (flood),Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,"enhance application of indigenous knowledge in the emerging research, systematic observation and monitoring ",Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,"undertake, periodically, technology needs assessments to identify the needs, gaps and opportunities for technology development and transfer in key sectors of the economy ",Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,industry,increasing industrial cogeneration and thermal cascading of waste heat.,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,support development of local and community-level knowledge (including indigenous and traditional knowledge) on adaptation to climate variability and climate change. ,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,forestry,improving forest management systems,Yes,Yes,No,soft instrument,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,industry,"upgrading to more efficient industrial technology and industrial processes that improve resource efficiency, productivity and competitiveness.",Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,health,establishing information systems,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,deployment of renewable energy technologies,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,industry,energy efficiency improvements and sustainable industrial production.,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,agriculture,enhacing capacity to know-how on climate variability,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,industry,"establishing and strengthening research, development and demonstration (rd&d) innovation centres to create and commercialize new low carbon industrial technologies.",Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,disaster risk management,enhancing capacity for access to and use of disaster and climate risk information,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,health,strengthening early warning systems,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,transport,"shifting to a more sustainable, energy efficient and environmentally friendly transport such as rail, fuels and nonmotorized transport modes.",Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,designate national designated entity (nde)/focal point to enable the country to access technology development and transfer through the ctc and the technology information clearing house ,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,"providing infrastructure, networks and markets for renewable energy.",Yes,Yes,No,Economic instrument,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,disaster risk management,enhancing national coordination mechanisms for climate and disaster risk,Yes,Yes,No,soft instrument,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,strengthen the capacity of the met with efficient and sustained international space-based earth observing system through participation in gcos and other processes ,Yes,Yes,No,support and enablement,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,water,enhancing adoption of rain harvesting technologies,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,agriculture,adoption of sustainable land management practices,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,providing appropriate fiscal and other incentives to support investments in renewable energy and more energy efficient capital stock.,Yes,Yes,No,Economic instrument,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,increased uptake of renewable energy technologies ,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,agriculture,enhancing access to clima forecasting technologies,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,support research-oriented programs and activities on assessment of the socio-economic impacts on climate change impacts and adaptation ,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,water,enhacing of skills in the adoption of specific environmentally sound technologie,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,forestry,awareness raising regarding forest fire prevention among communities.,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,agriculture,"enhacing effectiveness of pest, disease and weed management practices ",Yes,Yes,No,soft instrument,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,developing the skills to operate and maintain the renewable energy ‘hardware’.,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,"build capacity of national climate experts in climate observations, research, analysis and modelling ",Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,waste management,"implementing affordable, effective, sustainable and integrated waste management strategies",Yes,Yes,No,soft instrument,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,accelerating incentives for renewable energy,Yes,Yes,No,Economic instrument,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,industry,co-siting of industries and integrating energy system.,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,industry,"fuel switching to less carbon intensive industrial fuels, efficient use of biomass cogeneration systems in the pulp and paper, forest product and agricultural industries",Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,utilization of renewable energy technologies,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,water,promoting and implementing integrated water resources management (iwrm),Yes,Yes,No,support and enablement,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,improving energy efficiency,Yes,Yes,No,innovation,,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,"collect, manage and use accurate and scientifically sound climate change-related data and informatio ",Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,multiple sectors,upgrade the national meteorological services and its national networks and infrastructure for provision of essential data for climate services and early warning system ,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,health,strengthening data collection o support national adaptation strategies and risk management plans that address health vulnerabilities,Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,1,National Climate Change Policy (2016),Yes,energy,"enhancing research and development, innovation, diffusion",Yes,Yes,No,"Information, educational, awareness",,
18,Eswatini,2,Energy Efficiency and Conservation Policy,Yes,transport,develop and enforce fuel efficiency standards for light and heavy duty vehicles that will deliver fuel cost services and reduce emissions of harmful gases to the environment.,No,No,No,regulatory,,
18,Eswatini,2,Energy Efficiency and Conservation Policy,Yes,energy,"enforce mandatory minimum energy performance standards for all appliances and some domestic and office equipment, and require energy consumption labels for all such in line with regional and international practices",No,No,No,regulatory,,
18,Eswatini,2,Energy Efficiency and Conservation Policy,Yes,industry,provide funding support for research and development on improving technologies and systems that enhance energy efficiency and conservation,No,No,No,Economic instrument,,
18,Eswatini,2,Energy Efficiency and Conservation Policy,Yes,transport,"periodically review trends on the research and development activities of fuel efficient technologies, including hybrid, electric vehicles, and emerging alternative ee technologies and publicize significant developments",No,No,No,"Information, educational, awareness",,
18,Eswatini,2,Energy Efficiency and Conservation Policy,Yes,industry,assist establish a eswatini industry partnership for energy conservation that will assist eswatini industries to become leaders in energy efficiency where outstanding performers are encouraged through incentives such as awards.,No,No,No,Economic instrument,,
18,Eswatini,2,Energy Efficiency and Conservation Policy,Yes,energy,encourage the integration of energy efficiency measures in the designing of new constructions and also include a mix of efficient renewable energy solutions to reduce grid electricity demand during peak hours.,No,No,No,regulation,,
18,Eswatini,2,Energy Efficiency and Conservation Policy,Yes,energy,"establish an energy efficiency code for energy intensive industrial equipment such as electric motors, distribution transformers, compressors, boilers and pumps, and further encourage implementation of energy efficiency measures in the design and operation of industrial systems and processes",No,No,No,regulation,,
18,Eswatini,2,Energy Efficiency and Conservation Policy,Yes,energy,"strengthen its programmes to ensure local research –and design, production and effective roll out of efficient cook stoves as part of a wider strategy to reduce consumption of woodfuel, and further adopt financing mechanisms to ensure affordability of efficient cook stoves by the wider population.",No,No,No,support and enablement,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Strengthen Early Warning Systems.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Disseminate reliable warning messages so that response to the risks are measured and timely.,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Undertake drought impact assessment.,Yes,Yes,Yes,procedural instrument,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Respond to drought as it unfolds.,Yes,Yes,Yes,direct provision,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Improve drought understanding.,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Reduce drought risk and vulnerability (Mitigation).,Yes,Yes,Yes,direct provision,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Support activities that increase resilience to drought.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,water,Improve water supply and demand management.,Yes,Yes,Yes,soft instrument,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,agriculture,Improve national food and nutrition security.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,agriculture,Improve agricultural resilience to drought.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Minimize losses due to drought.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Improve drought communication and awareness.,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Strengthen capacity to cope with drought.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Mainstream drought into ministerial and sectoral plans.,Yes,Yes,Yes,soft instrument,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,Mainstream gender into drought risk reduction.,Yes,Yes,Yes,soft instrument,,
18,Eswatini,3,National Drought Plan 2020-2030,Yes,drought,"Mobilizing of adequate resources for drought preparedness, monitoring and response.",Yes,Yes,Yes,support and enablement,,
18,Eswatini,4,Energy Masterplan 2034,Yes,energy,"provide sufficient energy supply to support the country’s developmental goals, as contained in the National Development Strategy (NDS);",No,No,No,direct provision,,
18,Eswatini,4,Energy Masterplan 2035,Yes,energy,contribute to poverty alleviation and improvement of quality of life by providing access to clean energy technologies;,No,No,No,innovation,,
18,Eswatini,4,Energy Masterplan 2036,Yes,multiple sectors,foster industrialisation to bring about linkages with other sectors;,No,No,No,Economic instrument,,
18,Eswatini,4,Energy Masterplan 2037,Yes,energy,ensure security of energy supply to support economic growth and attract foreign direct investment.,No,No,No,Economic instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,"Converting flood irrigation systems to water efficient systems and adopt water saving practices to increase water availability, equity and security.",Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Supporting development of in-farm water harvesting (including small earth dams) and move to more efficient technologies for intensive farming methods to improve food security,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Facilitating utilization of invasive species of economic value and agriculture bi-products to reduce GHGs,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,"Diversifying from heavy water consuming enterprises to drought tolerant commercial crops, trees, and small livestock",Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Developing sustainable utilization and management of rangeland practices to reduce GHG emission,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Monitoring Genetically Modified Organisms (GMO) use to ensure biodiversity losses and other negative impacts are kept in check.,Yes,Yes,Yes,procedural instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Restoring and managing degraded land for adaptation benefits and mitigation co-benefits.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Developing an integrated early warning and timely response climate information management system to help farmers and value chain actors take informed decision and improve their adaptive capacity,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,"Facilitating production of diverse foods, biofortification and fortification to meet the nutritional needs of the population",Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Improving alternative nutrition security with special focus on all vulnerable groups,Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,"Upscaling and replicating climate smart agriculture, (Crops, aqua-culture, fisheries, and livestock production) for improved food security and nutrition security and higher income",Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,"Managing alien/invasive species using the National Invasive Alien Plant Species Strategy to enhance productivity of rangeland, riparian areas and preservation of endemic species",Yes,Yes,Yes,soft instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Building the capacities and support communities towards a diversification of livelihoods to alleviate the economic burden on women.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Intensifying post-harvest preservation and processing of foods to increase availability of food.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Promoting healthy eating and healthy lifestyles in line with adaptation needs,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,Improve water governance and compliance to help manage water resources more efficiently and effectively to adapt to resultant water shortages from climate change.,Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,Develop water pricing structures to encourage efficient water use and scale-up smart metering systems.,Yes,Yes,Yes,Economic instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,Strengthen the control and monitoring of water availability and use to protect surface and groundwater resources from over abstraction and impose timely restrictions when needed.,Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,Strengthen the capacity of early warning systems to improve preparedness and response while reducing disaster risk.,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,Develop and implement catchment adaptation plans and strategies to promote ecosystem and community resilience.,Yes,Yes,Yes,soft instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,Control Invasive Alien plant species and pollution in catchments to protect water resources (quality and quantity).,Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,"Design and construct water storage infrastructure for multiple use i.e., large dams, earth dams, sand dams etc.",Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,"Enhance Water supply, Sanitation and Hygiene (WASH) Sector contribution to sustain healthy livelihoods.",Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,Create an enabling environment for the governance of WASH activities to promote resilience against climate change.,Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,"Assess sustainable water supply options beyond 2030 through conducting water assessments/studies to identify potable water supply sources, opportunities, and constraints with a climate lens.",Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,water,Secure climate proof water infrastructure including through developing resilient/ climate proof WASH infrastructure to increase community resilience and boost adaptive capacity.,Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Mainstreaming climate change into the national health policy and other strategic documents,Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Strengthening climate-informed disease control programs and surveillance systems using climate services to target vector control,Yes,Yes,Yes,soft instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Improving and integrating the health management information system with other systems from relevant sectors to achieve a centralized Monitoring Review and Verification (MRV) system and,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Strengthening the preparedness and resilience of the health sector to respond to climate related emergencies and illnesses through preparedness plans and programs.,Yes,Yes,Yes,soft instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Strengthening capacity of healthcare workers on the adverse impacts of climate change.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Educating and informing the public of the needed measures to protect health from the adverse impacts of climate change.,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Leverage the use of technologies to help health sector adapt to climate change through adopting sustainable climate smart technologies to enhance the resilience of communities to the adverse effects of climate change.,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Leverage the use of technologies to help health sector adapt to climate change through Establishing a multi-hazard early warning system to trigger prompt public health intervention when certain variables exceed a defined threshold.,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,Enhance adaptive capacity in the health sector through financing health actions to address inequities and climate related vulnerabilities.,Yes,Yes,Yes,Economic instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,"Enhance adaptive capacity in the health sector through promoting capacity building through research and development, education and awareness, and training in climate change related issues.",Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,"Enhance adaptive capacity in the health sector through Mainstreaming gender responsive climate policies and emphasize special efforts to support vulnerable groups (women, youth, and children) in climate change adaptation efforts within all sectors of the economy.",Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,health,"Enhance adaptive capacity in the health sector through using co-benefits from mitigation measures e.g., clean technologies in waste and wastewater management, energy, etc.",Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,Strengthening Regenerative Landscape Management of degraded lands/ecosystems of Eswatini,Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,Improving conservation of genetic resources (indigenous trees and land races),Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,"Restoring and protecting wetlands (areas of marshes, fens, peatlands, or water, including artificial, permanent, or temporary).",Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,Improving sustainable utilization of its resources for biodiversity and other benefits to communities.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,"Establish long term biodiversity conservation, landscape management and natural resources management through actions including increasing Protected Area Network and assess climate resilience of the protected areas to identify valuable ecosystem services be managed.",Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,"Strategically plan and manage ecological infrastructure including grasslands, rivers, wetlands, woodlands, and forests including updating and implement the National Biodiversity Strategy and Action Plan (NBSAP) and ensuring that vulnerable ecosystems are addressed in national adaptation programmes.",Yes,Yes,Yes,soft instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,"Reduce pressures driving biodiversity loss (e.g., deforestation, human settlements) to improve carbon sinks and promote eco-tourism.",Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,Properly manage quantity and quality of water resources for ecosystems and biodiversity preservation.,Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,"Manage and control invasive plant, fish and animal species and ecological pest management for increasing food sources, habitats, and income generation opportunities.",Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,ecosystems and biodiversity,"Conduct research, innovation, and knowledge sharing for income generation through use of tree resources and non-timber forest products.",Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,infrastructure,Improve evidence base of climate change impacts on infrastructure to support decision making,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,infrastructure,Build capacity at institutional level and community level for mainstreaming climate change into infrastructure.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,infrastructure,"Climate proof existing infrastructure, particularly critical infrastructure",Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,infrastructure,Develop nature-based solutions for urban infrastructure for adaptation benefits and disaster risk reduction to enhance resilience of urban dwellers,Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,infrastructure,"Manage critical ecosystems in cities to preserve flood control services, habitats for biodiversity and contribute to maintaining micro-climate",Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,infrastructure,"Implement integrated waste management for resilient ecosystems, reduced pollution, and healthier communities.",Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,infrastructure,Build capacity and implement climate smart town planning for urban resilience and enhancing adaptive capacity of urban dwellers.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,energy,Achieving 100% access to clean modern energy for cooking at household-level by 2030,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,energy,"Improving by 50%, uptake of energy efficient biomass stoves used for cooking by 2030",Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,energy,Replacing inefficient wood-based water heating with energy efficiency options to reduce its share by 13% by 2030,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,energy,"Reduce energy consumption in water heating, through replacing conventional geysers with 1 000 solar water heaters by 2030",Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,energy,Reducing energy intensity (electricity) by 20%11 by 2030 relative to 2010,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,energy,Achieving 100% access to clean modern energy for cooking at household-level by 2030 (electricity) by 20% by 2030 relative to 2010,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,waste management,Decreasing open burning of municipal solid waste (MSW),Yes,Yes,Yes,regulation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,waste management,"Increasing composting of organic waste (biological treatment), capturing 30% of the organic waste generated within the country by 2030.",Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,waste management,Introducing Landfill Gas Recovery (LGR) in existing and new solid waste disposal sites.,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,waste management,Improving wastewater treatment and control.,Yes,Yes,Yes,direct provision,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,waste management,Conduct assessments and develop strategies to move from a linear economy to a circular economy model to support sustainable development in the country,Yes,Yes,Yes,soft instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,"Build capacity of youth in climate policy development, accessing climate finance, to engage in income generating climate action including manufacturing of energy efficient technologies, retail and repair services, climate smart livestock practices, urban gardening, rainwater harvesting, sustainable api-culture, greenhouse farming and innovative agriculture technologies, agri-business, agroecological practices, agri-processing, water resource management technologies, water conveyance, waste management, green industrial processes, bottling and water purification and retrofitting buildings.",Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Enhance participation of youth in decision making including in policies and projects development.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,"Promote entrepreneurship skills in climate smart technologies including renewable energy retail and repair, agriculture value chain, recycling and community waste solutions.",Yes,Yes,Yes,Economic instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Create youth led community centric awareness programmes on climate change adaptation and mitigation.,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Promote innovation in climate smart technologies including through innovation challenges and awards for solutions.,Yes,Yes,Yes,innovation,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Build capacity in gender mainstreaming into climate action .,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Enhance participation of women and girls in decision making to facilitate representation of gender issues and finding solutions to gender-based problems.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Develop gender responsive policies and strategies in natural resource management and disaster risk reduction.,Yes,Yes,Yes,soft instrument,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Promote equitable access to knowledge and skills a. to better prepare for climate impacts.,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,to harvest rainwater to improve health and adaptive capacity.,Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,"Promote equitable access to natural resources, technology and finance including for domestic and agricultural use of water.",Yes,Yes,Yes,support and enablement,,
18,Eswatini,5,Updated Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Promote equitable access to knowledge and skills for women on waste management.,Yes,Yes,Yes,"Information, educational, awareness",,
18,Eswatini,6,National Development Plan (2023-2028),Yes,multiple sectors,restoring macroeconomic stability.,Yes,Yes,Yes,direct provision,,
18,Eswatini,6,National Development Plan (2023-2028),Yes,multiple sectors,economic growth based on eco-friendly principles.,Yes,Yes,Yes,Economic instrument,,
18,Eswatini,6,National Development Plan (2023-2028),Yes,multiple sectors,disproportionately focus on the people –as the centre piece of all development efforts.,Yes,Yes,Yes,support and enablement,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,agriculture,use of appropriate agricultural technologies and enhanced soil and water conservation methods will be employed,Yes,Yes,No,innovation,,
